CreatedOn,Location,InquiryDate,InquirySource,ProspectStatus,ProspectDate,ApplicationStatus,ApplicationStartedDate,ApplicationCompletedDate,ApplicationSubmittedDate,ApplicationMovedtoERPDate,AdmitDate,EnrolledDate,AcademicLevelofInterest,academicProgramofInterest,AnticipatedEntryTerm,MarketingCampaign,MarketingMedium,MarketingSource
11/14/2016,"Leiden, the Netherlands",,,Prospect,11/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/14/2016,"Leiden, the Netherlands",,,Prospect,11/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/14/2016,"Leiden, the Netherlands",,,Prospect,11/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/14/2016,"Leiden, the Netherlands",,,Prospect,11/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/14/2016,"Leiden, the Netherlands",,,Prospect,11/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/14/2016,"Leiden, the Netherlands",,,Prospect,11/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/14/2016,"Leiden, the Netherlands",,,Prospect,11/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/14/2016,"Leiden, the Netherlands",,,Prospect,11/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/14/2016,Fort Leavenworth,,,Prospect,11/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(not set),(not set),
11/14/2016,Online,,,Prospect,11/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,google
11/14/2016,Online,,,Prospect,11/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,google
11/14/2016,Online,,,Prospect,11/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(not set),(not set),
11/17/2016,"Leiden, the Netherlands",,,Prospect,11/17/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/17/2016,"Leiden, the Netherlands",,,Prospect,11/17/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
12/9/2016,Joint Base San Antonio/Fort Sam Houston,,,Prospect,12/9/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(not set),(not set),
1/9/2017,Memphis Naval Support Activity,,,Prospect,1/9/2017,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(organic),organic,google
1/9/2017,Online,,,Prospect,1/9/2017,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(not set),(not set),
1/9/2017,Scott AFB,,,Prospect,1/9/2017,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
1/23/2017,"Leiden, the Netherlands",,,Prospect,1/23/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/23/2017,"Leiden, the Netherlands",,,Prospect,1/23/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/23/2017,"Leiden, the Netherlands",,,Prospect,1/23/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/26/2017,Online,,,Prospect,1/26/2017,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(direct),(none),(direct)
2/1/2017,Online,,,Prospect,2/1/2017,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(not set),(not set),
2/1/2017,Online,,,Prospect,2/1/2017,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(direct),(none),(direct)
2/10/2017,Hunter Army Airfield,,,Prospect,2/10/2017,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(not set),(not set),
2/13/2017,"Leiden, the Netherlands",,,Prospect,2/13/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
2/15/2017,Los Angeles AFB,,,Prospect,2/15/2017,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(organic),organic,google
2/15/2017,Joint Base San Antonio/Randolph AFB,,,Prospect,2/15/2017,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(direct),(none),(direct)
2/20/2017,Greenville Metro,,,Prospect,2/20/2017,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(not set),(not set),
6/8/2016,"Leiden, the Netherlands",,,Prospect,6/8/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
6/14/2016,WingHaven,,,Prospect,6/14/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",(organic),organic,google
6/16/2016,Columbia Metro,,,Prospect,6/16/2016,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(not set),(not set),
6/16/2016,Columbia Metro,,,Prospect,6/16/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",(organic),organic,google
6/27/2016,"Leiden, the Netherlands",,,Prospect,6/27/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
6/27/2016,"Leiden, the Netherlands",,,Prospect,6/27/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
6/27/2016,"Leiden, the Netherlands",,,Prospect,6/27/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
6/27/2016,"Leiden, the Netherlands",,,Prospect,6/27/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
6/27/2016,"Leiden, the Netherlands",,,Prospect,6/27/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
6/27/2016,Charleston Metro,,,Prospect,6/27/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",(not set),(not set),
7/8/2016,"Leiden, the Netherlands",,,Prospect,7/8/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
7/8/2016,"Leiden, the Netherlands",,,Prospect,7/8/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
7/8/2016,"Leiden, the Netherlands",,,Prospect,7/8/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
7/12/2016,Columbia Metro,,,Prospect,7/12/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",(not set),(not set),
7/19/2016,"Leiden, the Netherlands",,,Prospect,7/19/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
7/19/2016,"Leiden, the Netherlands",,,Prospect,7/19/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
7/20/2016,Online,,,Prospect,7/20/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
7/22/2016,"Leiden, the Netherlands",,,Prospect,7/22/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
7/22/2016,"Leiden, the Netherlands",,,Prospect,7/22/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
7/26/2016,"Leiden, the Netherlands",,,Prospect,7/26/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
7/26/2016,"Leiden, the Netherlands",,,Prospect,7/26/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
7/26/2016,"Leiden, the Netherlands",,,Prospect,7/26/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
8/5/2016,Memphis Naval Support Activity,,,Prospect,8/5/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
8/22/2016,Charleston Metro,,,Prospect,8/22/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,google
8/24/2016,Jacksonville Metro,,,Prospect,8/24/2016,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(not set),(not set),
9/1/2016,Online,,,Prospect,9/1/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",(organic),organic,google
9/12/2016,Online,,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",(not set),(not set),
9/12/2016,"Leiden, the Netherlands",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/12/2016,"Leiden, the Netherlands",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/12/2016,"Leiden, the Netherlands",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/12/2016,"Leiden, the Netherlands",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/12/2016,"Leiden, the Netherlands",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/12/2016,"Leiden, the Netherlands",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/12/2016,"Leiden, the Netherlands",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/12/2016,"Leiden, the Netherlands",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/12/2016,"Leiden, the Netherlands",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/12/2016,"Leiden, the Netherlands",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/12/2016,"Leiden, the Netherlands",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/12/2016,"Leiden, the Netherlands",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/12/2016,"Leiden, the Netherlands",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/12/2016,"Leiden, the Netherlands",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/12/2016,"Leiden, the Netherlands",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/12/2016,"Leiden, the Netherlands",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/12/2016,"Leiden, the Netherlands",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/20/2016,Online,,,Prospect,9/20/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",(not set),(not set),
9/20/2016,"Leiden, the Netherlands",,,Prospect,9/20/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/26/2016,Online,,,Prospect,9/26/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(direct),(none),(direct)
9/26/2016,Joint Base Anacostia-Bolling/Bolling AFB,,,Prospect,9/26/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",(organic),organic,bing
9/26/2016,Melbourne,,,Prospect,9/26/2016,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(not set),(not set),
9/26/2016,Online,,,Prospect,9/26/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",(organic),organic,google
10/4/2016,Online,,,Prospect,10/4/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",(organic),organic,bing
10/5/2016,Online,,,Prospect,10/5/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,google
10/7/2016,"Leiden, the Netherlands",,,Prospect,10/7/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/7/2016,"Leiden, the Netherlands",,,Prospect,10/7/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/7/2016,"Leiden, the Netherlands",,,Prospect,10/7/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/7/2016,"Leiden, the Netherlands",,,Prospect,10/7/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/7/2016,"Leiden, the Netherlands",,,Prospect,10/7/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/7/2016,"Leiden, the Netherlands",,,Prospect,10/7/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/7/2016,"Leiden, the Netherlands",,,Prospect,10/7/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/7/2016,"Leiden, the Netherlands",,,Prospect,10/7/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/7/2016,"Leiden, the Netherlands",,,Prospect,10/7/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/24/2016,Online,,,Prospect,10/24/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/24/2016,Online,,,Prospect,10/24/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,google
11/16/2016,Joint Base San Antonio/Lackland AFB,,,Prospect,11/16/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(not set),(not set),
12/2/2016,Online,,,Prospect,12/2/2016,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(organic),organic,google
1/4/2017,"Leiden, the Netherlands",,,Prospect,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/4/2017,"Leiden, the Netherlands",,,Prospect,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/4/2017,"Leiden, the Netherlands",,,Prospect,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/4/2017,"Leiden, the Netherlands",,,Prospect,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/4/2017,"Leiden, the Netherlands",,,Prospect,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/4/2017,"Leiden, the Netherlands",,,Prospect,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/4/2017,"Leiden, the Netherlands",,,Prospect,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/4/2017,"Leiden, the Netherlands",,,Prospect,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/4/2017,"Leiden, the Netherlands",,,Prospect,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/4/2017,"Leiden, the Netherlands",,,Prospect,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/4/2017,"Leiden, the Netherlands",,,Prospect,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/4/2017,"Leiden, the Netherlands",,,Prospect,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/4/2017,"Leiden, the Netherlands",,,Prospect,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/4/2017,"Leiden, the Netherlands",,,Prospect,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/4/2017,"Leiden, the Netherlands",,,Prospect,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/4/2017,"Leiden, the Netherlands",,,Prospect,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/4/2017,"Leiden, the Netherlands",,,Prospect,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/4/2017,"Leiden, the Netherlands",,,Prospect,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/4/2017,"Leiden, the Netherlands",,,Prospect,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/16/2017,"Leiden, the Netherlands",,,Prospect,1/16/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/16/2017,"Leiden, the Netherlands",,,Prospect,1/16/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/16/2017,"Leiden, the Netherlands",,,Prospect,1/16/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/16/2017,"Leiden, the Netherlands",,,Prospect,1/16/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/20/2017,Online,,,Prospect,1/20/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
1/20/2017,Online,,,Prospect,1/20/2017,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(organic),organic,yahoo
1/20/2017,Memphis Naval Support Activity,,,Prospect,2/15/2017,,,,,,,,Graduate,Management and Leadership,"Summer, 2018",(organic),organic,google
2/6/2017,"Leiden, the Netherlands",,,Prospect,2/6/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
2/6/2017,"Leiden, the Netherlands",,,Prospect,2/6/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
2/6/2017,"Leiden, the Netherlands",,,Prospect,2/6/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
6/1/2016,Fort Bragg,,,Prospect,6/1/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,bing
6/16/2016,"Leiden, the Netherlands",,,Prospect,6/16/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
7/1/2016,"Leiden, the Netherlands",,,Prospect,7/1/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
7/1/2016,"Leiden, the Netherlands",,,Prospect,7/1/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
7/1/2016,"Leiden, the Netherlands",,,Prospect,7/1/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
7/5/2016,Online,,,Prospect,7/5/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",FY1516Grad_SanAntonio,OnlineMarketing,LinkedinCustomTarget
7/8/2016,Orlando Metro,,,Prospect,7/8/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(not set),(not set),
7/15/2016,Online,,,Prospect,7/15/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(direct),(none),(direct)
7/15/2016,Joint Base San Antonio/Fort Sam Houston,,,Prospect,7/15/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(not set),(not set),
7/15/2016,Little Rock Metro,,,Prospect,7/15/2016,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(not set),(not set),
8/8/2016,Lakeland Metro,,,Prospect,8/8/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",(not set),(not set),
8/9/2016,"Leiden, the Netherlands",,,Prospect,8/9/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
8/9/2016,"Leiden, the Netherlands",,,Prospect,8/9/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
8/9/2016,"Leiden, the Netherlands",,,Prospect,8/9/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
8/11/2016,Online,,,Prospect,8/11/2016,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(not set),(not set),
9/8/2016,Online,,,Prospect,9/8/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",(organic),organic,google
9/8/2016,Online,,,Prospect,9/8/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",(not set),(not set),
9/22/2016,Online,,,Prospect,9/22/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,yahoo
9/30/2016,"Leiden, the Netherlands",,,Prospect,9/30/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/30/2016,"Leiden, the Netherlands",,,Prospect,9/30/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/30/2016,"Leiden, the Netherlands",,,Prospect,9/30/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/13/2016,Joint Base Anacostia-Bolling/Bolling AFB,,,Prospect,10/13/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,google
10/17/2016,Online,,,Prospect,10/17/2016,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(organic),organic,yahoo
10/21/2016,Online,,,Prospect,10/21/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,google
10/24/2016,"Leiden, the Netherlands",,,Prospect,10/24/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/24/2016,"Leiden, the Netherlands",,,Prospect,10/24/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/24/2016,"Leiden, the Netherlands",,,Prospect,10/24/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/24/2016,"Leiden, the Netherlands",,,Prospect,10/24/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/24/2016,"Leiden, the Netherlands",,,Prospect,10/24/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/24/2016,"Leiden, the Netherlands",,,Prospect,10/24/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/24/2016,"Leiden, the Netherlands",,,Prospect,10/24/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/24/2016,"Leiden, the Netherlands",,,Prospect,10/24/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/5/2016,"Leiden, the Netherlands",,,Prospect,11/5/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/5/2016,"Leiden, the Netherlands",,,Prospect,11/5/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/5/2016,"Leiden, the Netherlands",,,Prospect,11/5/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/24/2016,"Leiden, the Netherlands",,,Prospect,11/24/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/24/2016,"Leiden, the Netherlands",,,Prospect,11/24/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/29/2016,Online,,,Prospect,11/29/2016,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(not set),(not set),
11/29/2016,Fort Gordon,,,Prospect,11/29/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(not set),(not set),
11/29/2016,Online,,,Prospect,11/29/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,google
12/1/2016,Charleston Metro,,,Prospect,12/1/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(not set),(not set),
12/12/2016,Merritt Island Metro,,,Prospect,12/12/2016,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(not set),(not set),
12/12/2016,Online,,,Prospect,12/12/2016,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(not set),(not set),
12/19/2016,Fort Stewart,,,Prospect,12/19/2016,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(direct),(none),(direct)
12/20/2016,Myrtle Beach Metro,,,Prospect,12/20/2016,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(not set),(not set),
1/13/2017,Southern Maryland Higher Education Center,,,Prospect,1/13/2017,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
